listing_id,building,floor,rooms,area,price,status,url,area_m2,price_eur,price_per_m2
K72,K,7,4.0,"141,81 m²",-,Predaný,,141.81,,
K63,K,6,4.0,"101,56 m²",-,Predaný,,101.56,,
K64,K,6,4.0,"110,92 m²",-,Predaný,,110.92,,
K65,K,6,1.0,"34,22 m²",-,Predaný,,34.22,,
K55,K,5,1.0,"34,22 m²",-,Predaný,,34.22,,
K61,K,6,2.0,"56,09 m²",-,Predaný,,56.09,,
K62,K,6,2.0,"50,89 m²",-,Predaný,,50.89,,
K52,K,5,2.0,"50,94 m²",-,Predaný,,50.94,,
K53,K,5,4.0,"101,87 m²",-,Predaný,,101.87,,
K54,K,5,4.0,"119,18 m²",-,Predaný,,119.18,,
K44,K,4,4.0,"110,69 m²",-,Predaný,,110.69,,
K45,K,4,1.0,"34,13 m²",-,Predaný,,34.13,,
K51,K,5,2.0,"56,95 m²",-,Predaný,,56.95,,
K41,K,4,2.0,"56,80 m²",-,Predaný,,56.8,,
K42,K,4,2.0,"50,75 m²",-,Predaný,,50.75,,
K43,K,4,4.0,"101,37 m²",-,Predaný,,101.37,,
K33,K,3,4.0,"101,64 m²",-,Predaný,,101.64,,
K34,K,3,4.0,"119,01 m²",-,Predaný,,119.01,,
K35,K,3,1.0,"34,13 m²",-,Predaný,,34.13,,
K15,K,1,3.0,"123,57 m²",-,Predaný,,123.57,,
K31,K,3,2.0,"56,80 m²",-,Predaný,,56.8,,
K32,K,3,2.0,"50,75 m²",-,Predaný,,50.75,,
K12,K,1,4.0,"165,37 m²",-,Predaný,,165.37,,
K13,K,1,5.0,"181,91 m²",-,Predaný,,181.91,,
K14,K,1,5.0,"186,93 m²",-,Predaný,,186.93,,
K11,K,1,4.0,"159,04 m²",-,Predaný,,159.04,,
L85,L,8,2.0,"59,78 m²",-,Predaný,,59.78,,
L82,L,8,2.0,"67,55 m²",-,Predaný,,67.55,,
L83,L,8,4.0,"124,37 m²",-,Predaný,,124.37,,
L84,L,8,2.0,"65,17 m²",-,Predaný,,65.17,,
L74,L,7,2.0,"64,92 m²",-,Predaný,,64.92,,
L75,L,7,2.0,"60,90 m²",-,Predaný,,60.9,,
L81,L,8,4.0,"136,61 m²",-,Predaný,,136.61,,
L71,L,7,4.0,"136,61 m²",-,Predaný,,136.61,,
L72,L,6,2.0,"67,55 m²",-,Predaný,,67.55,,
L73,L,7,4.0,"122,47 m²",-,Predaný,,122.47,,
L63,L,6,4.0,"124,37 m²",-,Predaný,,124.37,,
L64,L,6,2.0,"65,17 m²",-,Predaný,,65.17,,
L65,L,6,2.0,"59,78 m²",-,Predaný,,59.78,,
L55,L,5,2.0,"61,44 m²",-,Predaný,,61.44,,
L61,L,6,4.0,"136,61 m²",-,Predaný,,136.61,,
L62,L,6,2.0,"67,55 m²",-,Predaný,,67.55,,
L52,L,5,2.0,"67,55 m²",-,Predaný,,67.55,,
L53,L,5,4.0,"122,47 m²",-,Predaný,,122.47,,
L54,L,5,2.0,"64,92 m²",-,Predaný,,64.92,,
L44,L,4,2.0,"65,17 m²",-,Predaný,,65.17,,
L45,L,4,2.0,"59,78 m²",-,Predaný,,59.78,,
L51,L,5,4.0,"136,61 m²",-,Predaný,,136.61,,
L41,L,4,4.0,"136,61 m²",-,Predaný,,136.61,,
L42,L,4,2.0,"67,55 m²",-,Predaný,,67.55,,
L43,L,4,4.0,"124,37 m²",-,Predaný,,124.37,,
L33,L,3,4.0,"122,22 m²",-,Predaný,,122.22,,
L34,L,3,2.0,"64,92 m²",-,Predaný,,64.92,,
L35,L,3,2.0,"61,44 m²",-,Predaný,,61.44,,
L25,L,2,2.0,"59,78 m²",-,Predaný,,59.78,,
L31,L,3,4.0,"136,60 m²",-,Predaný,,136.6,,
L32,L,3,2.0,"67,55 m²",-,Predaný,,67.55,,
L22,L,2,2.0,"67,55 m²",-,Predaný,,67.55,,
L23,L,2,4.0,"124,12 m²",-,Predaný,,124.12,,
L24,L,2,2.0,"65,17 m²",-,Predaný,,65.17,,
L14,L,1,2.0,"105,56 m²",-,Predaný,,105.56,,
L15,L,1,2.0,"102,23 m²",-,Predaný,,102.23,,
L21,L,2,4.0,"136,61 m²",-,Predaný,,136.61,,
L13,L,1,4.0,"201,14 m²",-,Predaný,,201.14,,
M26,M,2,4.0,"101,80 m²",-,Predaný,,101.8,,
M63,M,6,3.0,"99,21 m²",-,Predaný,,99.21,,
M64,M,6,4.0,"122,03 m²",-,Predaný,,122.03,,
M65,M,6,2.0,"58,98 m²",-,Predaný,,58.98,,
M55,M,5,2.0,"57,95 m²",-,Predaný,,57.95,,
M61,M,6,4.0,"108,93 m²",-,Predaný,,108.93,,
M62,M,6,2.0,"48,40 m²",-,Predaný,,48.4,,
M52,M,5,2.0,"48,40 m²",-,Predaný,,48.4,,
M53,M,5,3.0,"100,07 m²",-,Predaný,,100.07,,
M54,M,5,4.0,"123,14 m²",-,Predaný,,123.14,,
M44,M,4,4.0,"122,03 m²",-,Predaný,,122.03,,
M45,M,4,2.0,"58,98 m²",-,Predaný,,58.98,,
M51,M,5,4.0,"102,07 m²",-,Predaný,,102.07,,
M41,M,4,4.0,"108,92 m²",-,Predaný,,108.92,,
M42,M,4,2.0,"48,40 m²",-,Predaný,,48.4,,
M43,M,4,3.0,"99,21 m²",-,Predaný,,99.21,,
M33,M,3,3.0,"100,06 m²",-,Predaný,,100.06,,
M34,M,3,4.0,"123,14 m²",-,Predaný,,123.14,,
M35,M,3,2.0,"57,95 m²",-,Predaný,,57.95,,
M25,M,2,2.0,"58,99 m²",-,Predaný,,58.99,,
M31,M,3,4.0,"102,07 m²",-,Predaný,,102.07,,
M32,M,3,2.0,"48,40 m²",-,Predaný,,48.4,,
M22,M,2,2.0,"48,40 m²",-,Predaný,,48.4,,
M23,M,2,3.0,"99,23 m²",-,Predaný,,99.23,,
M24,M,2,4.0,"112,59 m²",-,Predaný,,112.59,,
M13,M,1,3.0,"114,47 m²",-,Predaný,,114.47,,
M14,M,1,2.0,"92,50 m²",-,Predaný,,92.5,,
M21,M,2,4.0,"108,92 m²",-,Predaný,,108.92,,
M11,M,1,4.0,"180,11 m²",-,Predaný,,180.11,,
M12,M,1,4.0,"148,49 m²",-,Predaný,,148.49,,
N34 - DUPLIKAT,N,3,3.0,"94,02 m²",-,Rezervovaný,,94.02,,
N11,N,1,3.0,"112,49 m²",-,Rezervovaný,,112.49,,
N165,N,16,3.0,"86,20 m²",-,Predaný,,86.2,,
N171,N,17,2.0,"193,03 m²",-,Predaný,,193.03,,
N172,N,17,3.0,"184,97 m²",-,Predaný,,184.97,,
N162,N,16,2.0,"54,58 m²",-,Predaný,,54.58,,
N163,N,16,5.0,"165,24 m²",-,Predaný,,165.24,,
N164,N,16,4.0,"0,00 m²",-,Nedostupný,,0.0,,
N153,N,15,1.0,"37,05 m²",-,Predaný,,37.05,,
N154,N,15,2.0,"0,00 m²",0 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/n154/,0.0,0.0,
N161,N,16,3.0,"93,43 m²",-,Predaný,,93.43,,
N146,N,14,2.0,"50,29 m²",-,Predaný,,50.29,,
N151,N,15,2.0,"0,00 m²",-,Predaný,,0.0,,
N152,N,15,3.0,"98,08 m²",-,Predaný,,98.08,,
N143,N,14,3.0,"90,40 m²",-,Predaný,,90.4,,
N144,N,14,4.0,"163,15 m²",-,Predaný,,163.15,,
N145,N,14,1.0,"37,93 m²",-,Predaný,,37.93,,
N134,N,13,2.0,"50,02 m²",-,Predaný,,50.02,,
N141,N,14,5.0,"181,70 m²",-,Predaný,,181.7,,
N142,N,14,2.0,"57,35 m²",-,Predaný,,57.35,,
N131,N,13,2.0,"60,68 m²",-,Predaný,,60.68,,
N132,N,13,3.0,"98,35 m²",-,Predaný,,98.35,,
N133,N,13,1.0,"37,55 m²",-,Predaný,,37.55,,
N124,N,12,3.0,"86,71 m²",-,Predaný,,86.71,,
N125,N,12,1.0,"37,93 m²",-,Predaný,,37.93,,
N126,N,12,2.0,"49,65 m²",-,Predaný,,49.65,,
N121,N,12,5.0,"169,04 m²",-,Predaný,,169.04,,
N122,N,12,2.0,"61,96 m²",-,Predaný,,61.96,,
N123,N,12,5.0,"162,33 m²",-,Predaný,,162.33,,
N114,N,11,3.0,"94,71 m²",-,Predaný,,94.71,,
N115,N,11,1.0,"37,05 m²",-,Predaný,,37.05,,
N116,N,11,2.0,"51,85 m²",-,Predaný,,51.85,,
N111,N,11,3.0,"97,71 m²",-,Predaný,,97.71,,
N112,N,11,2.0,"58,70 m²",-,Predaný,,58.7,,
N113,N,11,3.0,"98,49 m²",-,Predaný,,98.49,,
N104,N,10,3.0,"92,40 m²",-,Predaný,,92.4,,
N105,N,10,1.0,"37,93 m²",-,Predaný,,37.93,,
N106,N,10,2.0,"50,23 m²",-,Predaný,,50.23,,
N101,N,10,3.0,"93,63 m²",-,Predaný,,93.63,,
N102,N,10,2.0,"56,34 m²",-,Predaný,,56.34,,
N103,N,10,3.0,"94,19 m²",-,Predaný,,94.19,,
N94,N,9,3.0,"97,57 m²",-,Predaný,,97.57,,
N95,N,9,1.0,"37,70 m²",-,Predaný,,37.7,,
N96,N,9,2.0,"50,04 m²",-,Predaný,,50.04,,
N91,N,9,3.0,"91,81 m²",-,Predaný,,91.81,,
N92,N,9,2.0,"59,43 m²",-,Predaný,,59.43,,
N93,N,9,3.0,"94,00 m²",-,Predaný,,94.0,,
N81,N,8,3.0,"90,07 m²",-,Predaný,,90.07,,
N82,N,8,2.0,"61,73 m²",-,Predaný,,61.73,,
N83,N,8,2.0,"59,62 m²",-,Predaný,,59.62,,
N72,N,7,2.0,"58,14 m²",-,Predaný,,58.14,,
N73,N,7,4.0,"280,02 m²",-,Predaný,,280.02,,
N74,N,7,2.0,"59,03 m²",-,Predaný,,59.03,,
N63,N,6,1.0,"38,24 m²",-,Predaný,,38.24,,
N64,N,6,2.0,"51,85 m²",-,Predaný,,51.85,,
N71,N,7,3.0,"97,78 m²",-,Predaný,,97.78,,
N56,N,5,2.0,"50,01 m²",-,Predaný,,50.01,,
N61,N,6,2.0,"57,25 m²",-,Predaný,,57.25,,
N62,N,6,3.0,"91,68 m²",-,Predaný,,91.68,,
N53,N,5,5.0,"159,50 m²",-,Predaný,,159.5,,
N54,N,5,3.0,"91,52 m²",-,Predaný,,91.52,,
N55,N,5,1.0,"37,55 m²",-,Predaný,,37.55,,
N46,N,4,2.0,"50,29 m²",-,Predaný,,50.29,,
N51,N,5,5.0,"170,60 m²",-,Predaný,,170.6,,
N52,N,5,2.0,"59,83 m²",-,Predaný,,59.83,,
N43,N,4,3.0,"93,77 m²",-,Predaný,,93.77,,
N44,N,4,3.0,"91,66 m²",-,Predaný,,91.66,,
N45,N,4,1.0,"37,93 m²",-,Predaný,,37.93,,
N36,N,3,2.0,"51,85 m²",-,Predaný,,51.85,,
N41,N,4,3.0,"90,20 m²",-,Predaný,,90.2,,
N42,N,4,2.0,"62,08 m²",-,Predaný,,62.08,,
N33,N,3,3.0,"97,96 m²",-,Predaný,,97.96,,
N34,N,3,3.0,"94,02 m²",-,Predaný,,94.02,,
N35,N,3,1.0,"37,06 m²",-,Predaný,,37.06,,
N25,N,2,2.0,"50,02 m²",-,Predaný,,50.02,,
N31,N,3,3.0,"97,52 m²",-,Predaný,,97.52,,
N32,N,3,2.0,"58,06 m²",-,Predaný,,58.06,,
N22,N,2,1.0,"32,44 m²",-,Predaný,,32.44,,
N23,N,2,3.0,"99,94 m²",-,Predaný,,99.94,,
N24,N,2,1.0,"37,87 m²",-,Predaný,,37.87,,
N14,N,1,1.0,"37,15 m²",-,Predaný,,37.15,,
N15,N,1,2.0,"49,93 m²",-,Predaný,,49.93,,
N21,N,2,3.0,"96,05 m²",-,Predaný,,96.05,,
N4,N,0,2.0,"43,70 m²",-,Predaný,,43.7,,
N12,N,1,3.0,"127,45 m²",-,Predaný,,127.45,,
N13,N,1,4.0,"157,44 m²",-,Predaný,,157.44,,
N1,N,0,2.0,"60,28 m²",-,Predaný,,60.28,,
N2,N,0,3.0,"95,27 m²",-,Predaný,,95.27,,
N3,N,0,2.0,"42,16 m²",-,Rezervovaný,,42.16,,
O034,O,3,,"0,00 m²",-,Predaný,,0.0,,
O022,O,2,3.0,"83,04 m²",-,Predaný,,83.04,,
O85,O,8,5.0,"159,15 m²",-,Predaný,,159.15,,
O82,O,8,3.0,"91,51 m²",-,Predaný,,91.51,,
O83,O,8,5.0,"194,83 m²",-,Predaný,,194.83,,
O84,O,8,5.0,"232,98 m²",-,Predaný,,232.98,,
O76,O,7,3.0,"123,89 m²",-,Predaný,,123.89,,
O77,O,7,1.0,"38,51 m²",-,Predaný,,38.51,,
O81,O,8,4.0,"147,56 m²",-,Predaný,,147.56,,
O73,O,7,1.0,"38,78 m²",-,Predaný,,38.78,,
O74,O,7,3.0,"89,93 m²",-,Predaný,,89.93,,
O75,O,7,2.0,"87,05 m²",-,Predaný,,87.05,,
O68,O,6,1.0,"38,51 m²",-,Predaný,,38.51,,
O71,O,7,1.0,"38,51 m²",-,Predaný,,38.51,,
O72,O,7,3.0,"91,00 m²",-,Predaný,,91.0,,
O65,O,6,4.0,"113,33 m²",-,Predaný,,113.33,,
O66,O,6,1.0,"38,78 m²",-,Predaný,,38.78,,
O67,O,6,3.0,"91,00 m²",-,Predaný,,91.0,,
O62,O,6,3.0,"91,00 m²",-,Predaný,,91.0,,
O63,O,6,1.0,"38,76 m²",-,Predaný,,38.76,,
O64,O,6,3.0,"95,85 m²",-,Predaný,,95.85,,
O57,O,5,3.0,"91,00 m²",-,Predaný,,91.0,,
O58,O,5,1.0,"38,51 m²",-,Predaný,,38.51,,
O61,O,6,1.0,"38,51 m²",-,Predaný,,38.51,,
O54,O,5,3.0,"89,93 m²",-,Predaný,,89.93,,
O55,O,5,4.0,"113,33 m²",-,Predaný,,113.33,,
O56,O,5,1.0,"38,78 m²",-,Predaný,,38.78,,
O51,O,5,1.0,"38,51 m²",-,Predaný,,38.51,,
O52,O,5,3.0,"91,00 m²",-,Predaný,,91.0,,
O53,O,5,1.0,"38,79 m²",-,Predaný,,38.79,,
O46,O,4,1.0,"38,45 m²",-,Predaný,,38.45,,
O47,O,4,3.0,"91,00 m²",-,Predaný,,91.0,,
O48,O,4,1.0,"38,51 m²",-,Predaný,,38.51,,
O43,O,4,1.0,"38,76 m²",-,Predaný,,38.76,,
O44,O,4,3.0,"95,85 m²",-,Predaný,,95.85,,
O45,O,4,4.0,"113,33 m²",-,Predaný,,113.33,,
O38,O,3,1.0,"38,51 m²",-,Predaný,,38.51,,
O41,O,4,1.0,"38,51 m²",-,Predaný,,38.51,,
O42,O,4,3.0,"91,00 m²",-,Predaný,,91.0,,
O35,O,3,4.0,"105,36 m²",-,Predaný,,105.36,,
O36,O,3,1.0,"38,78 m²",-,Predaný,,38.78,,
O37,O,3,3.0,"83,04 m²",-,Predaný,,83.04,,
O32,O,3,3.0,"83,04 m²",-,Predaný,,83.04,,
O33,O,3,1.0,"38,78 m²",-,Predaný,,38.78,,
O34,O,3,3.0,"81,90 m²",-,Predaný,,81.9,,
O27,O,2,3.0,"83,03 m²",-,Predaný,,83.03,,
O28,O,2,1.0,"38,51 m²",-,Predaný,,38.51,,
O31,O,3,1.0,"38,51 m²",-,Predaný,,38.51,,
O24,O,2,3.0,"87,88 m²",-,Predaný,,87.88,,
O25,O,2,4.0,"105,37 m²",-,Predaný,,105.37,,
O26,O,2,1.0,"38,78 m²",-,Predaný,,38.78,,
O21,O,2,1.0,"38,51 m²",-,Predaný,,38.51,,
O22,O,2,3.0,"83,04 m²",-,Nedostupný,,83.04,,
O23,O,2,1.0,"38,78 m²",-,Predaný,,38.78,,
O17,O,1,3.0,"103,87 m²",-,Predaný,,103.87,,
O18,O,1,1.0,"43,09 m²",-,Predaný,,43.09,,
O2,O,0,3.0,"143,95 m²",-,Predaný,,143.95,,
O14,O,1,3.0,"81,97 m²",-,Predaný,,81.97,,
O15,O,1,4.0,"127,52 m²",-,Predaný,,127.52,,
O16,O,1,1.0,"39,72 m²",-,Predaný,,39.72,,
O11,O,1,1.0,"45,65 m²",-,Predaný,,45.65,,
O12,O,1,3.0,"103,94 m²",-,Predaný,,103.94,,
O13,O,1,1.0,"38,78 m²",-,Predaný,,38.78,,
O1,O,0,3.0,"139,37 m²",-,Predaný,,139.37,,
P95,P,9,3.0,"108,52 m²",-,Predaný,,108.52,,
P96,P,9,4.0,"187,28 m²",-,Predaný,,187.28,,
P97,P,9,3.0,"114,73 m²",-,Predaný,,114.73,,
P92,P,9,5.0,"166,78 m²",-,Predaný,,166.78,,
P93,P,9,5.0,"163,78 m²",-,Predaný,,163.78,,
P94,P,9,5.0,"200,61 m²",-,Predaný,,200.61,,
P86,P,8,3.0,"119,69 m²",-,Predaný,,119.69,,
P87,P,8,1.0,"45,13 m²",-,Predaný,,45.13,,
P91,P,9,5.0,"158,65 m²",-,Predaný,,158.65,,
P78,P,7,3.0,"86,32 m²",-,Predaný,,86.32,,
P81,P,8,4.0,"123,53 m²",-,Predaný,,123.53,,
P82,P,8,3.0,"100,39 m²",-,Predaný,,100.39,,
P83,P,8,2.0,"58,75 m²",-,Predaný,,58.75,,
P84,P,8,,"44,43 m²",-,Predaný,,44.43,,
P85,P,8,5.0,"151,40 m²",-,Predaný,,151.4,,
P75,P,7,2.0,"55,14 m²",-,Predaný,,55.14,,
P76,P,7,3.0,"89,68 m²",-,Predaný,,89.68,,
P77,P,7,4.0,"109,10 m²",-,Predaný,,109.1,,
P72,P,7,3.0,"100,39 m²",-,Predaný,,100.39,,
P73,P,7,2.0,"64,81 m²",-,Predaný,,64.81,,
P74,P,7,,"44,47 m²",-,Predaný,,44.47,,
P67,P,6,4.0,"109,10 m²",-,Predaný,,109.1,,
P68,P,6,3.0,"80,43 m²",-,Predaný,,80.43,,
P71,P,7,4.0,"123,53 m²",-,Predaný,,123.53,,
P64,P,6,,"44,48 m²",-,Predaný,,44.48,,
P65,P,6,2.0,"55,14 m²",-,Predaný,,55.14,,
P66,P,6,3.0,"81,72 m²",-,Predaný,,81.72,,
P61,P,6,4.0,"123,53 m²",-,Predaný,,123.53,,
P62,P,6,3.0,"100,39 m²",-,Predaný,,100.39,,
P63,P,6,2.0,"58,90 m²",-,Predaný,,58.9,,
P56,P,5,3.0,"89,68 m²",-,Predaný,,89.68,,
P57,P,5,4.0,"109,10 m²",-,Predaný,,109.1,,
P58,P,5,3.0,"86,32 m²",-,Predaný,,86.32,,
P53,P,5,2.0,"64,81 m²",-,Predaný,,64.81,,
P54,P,5,,"44,47 m²",-,Predaný,,44.47,,
P55,P,5,2.0,"55,14 m²",-,Predaný,,55.14,,
P48,P,4,3.0,"80,44 m²",-,Predaný,,80.44,,
P51,P,5,4.0,"123,53 m²",-,Predaný,,123.53,,
P52,P,5,3.0,"100,39 m²",-,Predaný,,100.39,,
P45,P,4,2.0,"55,14 m²",-,Predaný,,55.14,,
P46,P,4,3.0,"81,72 m²",-,Predaný,,81.72,,
P47,P,4,4.0,"109,10 m²",-,Predaný,,109.1,,
P42,P,4,3.0,"100,39 m²",-,Predaný,,100.39,,
P43,P,4,2.0,"58,90 m²",-,Predaný,,58.9,,
P44,P,4,1.0,"44,48 m²",-,Predaný,,44.48,,
P37,P,3,4.0,"109,10 m²",-,Predaný,,109.1,,
P38,P,3,3.0,"86,32 m²",-,Predaný,,86.32,,
P41,P,4,4.0,"123,53 m²",-,Predaný,,123.53,,
P34,P,3,1.0,"44,47 m²",-,Predaný,,44.47,,
P35,P,3,2.0,"55,14 m²",-,Predaný,,55.14,,
P36,P,3,3.0,"81,72 m²",-,Predaný,,81.72,,
P31,P,3,4.0,"123,53 m²",-,Predaný,,123.53,,
P32,P,3,3.0,"94,47 m²",-,Predaný,,94.47,,
P33,P,3,2.0,"64,81 m²",-,Predaný,,64.81,,
P26,P,2,3.0,"81,72 m²",-,Predaný,,81.72,,
P27,P,2,4.0,"114,88 m²",-,Predrezervovaný,,114.88,,
P28,P,2,1.0,"44,47 m²",-,Predaný,,44.47,,
P23,P,2,2.0,"58,90 m²",-,Predaný,,58.9,,
P24,P,2,,"44,48 m²",-,Predaný,,44.48,,
P25,P,2,2.0,"61,05 m²",-,Predaný,,61.05,,
P16,P,1,,"85,66 m²",246 944 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/p16/,85.66,246944.0,2882.8391314499186
P21,P,2,4.0,"115,57 m²",-,Predaný,,115.57,,
P22,P,2,3.0,"94,47 m²",-,Predaný,,94.47,,
P13,P,1,2.0,"87,03 m²",-,Predaný,,87.03,,
P14,P,1,,"65,98 m²",224 427 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/p14/,65.98,224427.0,3401.439830251591
P15,P,1,2.0,"82,50 m²",278 676 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/p15/,82.5,278676.0,3377.890909090909
P11,P,1,4.0,"249,72 m²",-,Predaný,,249.72,,
P12,P,1,3.0,"103,18 m²",-,Predaný,,103.18,,
R097,R,9,4.0,"150,78 m²",-,Rezervovaný,,150.78,,
R96,R,9,2.0,"55,29 m²",-,Predaný,,55.29,,
R97,R,9,4.0,"150,78 m²",-,Predaný,,150.78,,
R93,R,9,3.0,"85,63 m²",-,Predaný,,85.63,,
R94,R,9,1.0,"37,83 m²",-,Predaný,,37.83,,
R95,R,9,3.0,"92,05 m²",-,Predaný,,92.05,,
R88,R,8,4.0,"136,37 m²",-,Predaný,,136.37,,
R91,R,9,3.0,"89,85 m²",-,Predaný,,89.85,,
R92,R,9,2.0,"59,24 m²",-,Predaný,,59.24,,
R85,R,8,3.0,"92,10 m²",-,Predaný,,92.1,,
R86,R,8,2.0,"61,20 m²",-,Predaný,,61.2,,
R87,R,8,2.0,"58,80 m²",-,Predaný,,58.8,,
R82,R,8,2.0,"53,33 m²",-,Predaný,,53.33,,
R83,R,8,3.0,"93,64 m²",-,Predaný,,93.64,,
R84,R,8,1.0,"37,83 m²",-,Predaný,,37.83,,
R78,R,7,4.0,"134,23 m²",-,Predaný,,134.23,,
R79,R,7,3.0,"103,59 m²",-,Predaný,,103.59,,
R81,R,8,3.0,"119,50 m²",-,Predaný,,119.5,,
R75,R,7,3.0,"84,09 m²",-,Predaný,,84.09,,
R76,R,7,2.0,"55,29 m²",-,Predaný,,55.29,,
R77,R,7,2.0,"58,80 m²",-,Predaný,,58.8,,
R72,R,7,2.0,"59,24 m²",-,Predaný,,59.24,,
R73,R,7,3.0,"93,64 m²",-,Predaný,,93.64,,
R74,R,7,1.0,"37,78 m²",-,Predaný,,37.78,,
R68,R,6,5.0,"159,45 m²",-,Predaný,,159.45,,
R69,R,6,3.0,"111,76 m²",-,Predaný,,111.76,,
R71,R,7,3.0,"86,54 m²",-,Predaný,,86.54,,
R65,R,6,3.0,"92,10 m²",-,Predaný,,92.1,,
R66,R,6,2.0,"61,20 m²",-,Predaný,,61.2,,
R67,R,6,3.0,"87,02 m²",-,Predaný,,87.02,,
R62,R,6,2.0,"53,33 m²",-,Predaný,,53.33,,
R63,R,6,3.0,"93,64 m²",-,Predaný,,93.64,,
R64,R,6,1.0,"37,83 m²",-,Predaný,,37.83,,
R58,R,5,5.0,"164,97 m²",-,Predaný,,164.97,,
R59,R,5,3.0,"112,51 m²",-,Predaný,,112.51,,
R61,R,6,3.0,"86,53 m²",-,Predaný,,86.53,,
R55,R,5,3.0,"92,05 m²",-,Predaný,,92.05,,
R56,R,5,2.0,"55,29 m²",-,Predaný,,55.29,,
R57,R,5,3.0,"87,61 m²",-,Predaný,,87.61,,
R52,R,5,2.0,"59,24 m²",-,Predaný,,59.24,,
R53,R,5,3.0,"85,63 m²",-,Predaný,,85.63,,
R54,R,5,1.0,"37,83 m²",-,Predaný,,37.83,,
R49,R,4,1.0,"40,06 m²",-,Predaný,,40.06,,
R51,R,5,3.0,"86,54 m²",-,Predaný,,86.54,,
R510,R,5,2.0,"58,75 m²",-,Predaný,,58.75,,
R46,R,4,2.0,"61,20 m²",-,Predaný,,61.2,,
R47,R,4,3.0,"87,62 m²",-,Predaný,,87.62,,
R48,R,4,2.0,"62,93 m²",-,Predaný,,62.93,,
R43,R,4,3.0,"93,64 m²",-,Predaný,,93.64,,
R44,R,4,1.0,"37,83 m²",-,Predaný,,37.83,,
R45,R,4,3.0,"92,10 m²",-,Predaný,,92.1,,
R411,R,4,3.0,"117,09 m²",-,Predaný,,117.09,,
R412,R,4,1.0,"40,65 m²",-,Predaný,,40.65,,
R42,R,4,2.0,"53,33 m²",-,Predaný,,53.33,,
R39,R,3,1.0,"40,01 m²",-,Predaný,,40.01,,
R41,R,4,3.0,"86,52 m²",-,Predaný,,86.52,,
R410,R,4,4.0,"139,33 m²",-,Predaný,,139.33,,
R36,R,3,2.0,"55,29 m²",-,Predaný,,55.29,,
R37,R,3,3.0,"87,61 m²",-,Predaný,,87.61,,
R38,R,3,2.0,"57,02 m²",-,Predaný,,57.02,,
R33,R,3,3.0,"93,64 m²",-,Predaný,,93.64,,
R34,R,3,1.0,"37,78 m²",-,Predaný,,37.78,,
R35,R,3,3.0,"84,09 m²",-,Predaný,,84.09,,
R314,R,3,1.0,"40,76 m²",-,Predaný,,40.76,,
R315,R,3,2.0,"58,46 m²",-,Predaný,,58.46,,
R32,R,3,2.0,"59,24 m²",-,Predaný,,59.24,,
R311,R,3,3.0,"79,24 m²",-,Predaný,,79.24,,
R312,R,3,2.0,"60,21 m²",-,Predaný,,60.21,,
R313,R,3,1.0,"34,70 m²",-,Predaný,,34.7,,
R29,R,2,2.0,"64,51 m²",-,Predaný,,64.51,,
R31,R,3,3.0,"86,54 m²",-,Predaný,,86.54,,
R310,R,3,1.0,"33,99 m²",-,Predaný,,33.99,,
R26,R,2,2.0,"63,11 m²",-,Predaný,,63.11,,
R27,R,2,3.0,"79,25 m²",-,Predaný,,79.25,,
R28,R,2,2.0,"60,09 m²",-,Predaný,,60.09,,
R23,R,2,1.0,"37,83 m²",-,Predaný,,37.83,,
R24,R,2,3.0,"84,13 m²",-,Predaný,,84.13,,
R25,R,2,3.0,"79,87 m²",-,Predaný,,79.87,,
R166,R,16,4.0,"100,92 m²",-,Predaný,,100.92,,
R21,R,2,3.0,"70,31 m²",-,Predaný,,70.31,,
R22,R,2,3.0,"91,59 m²",-,Predaný,,91.59,,
R163,R,16,3.0,"98,72 m²",-,Predaný,,98.72,,
R164,R,16,4.0,"124,79 m²",-,Predaný,,124.79,,
R165,R,16,2.0,"61,20 m²",-,Predaný,,61.2,,
R156,R,15,4.0,"100,91 m²",-,Predaný,,100.91,,
R161,R,16,3.0,"82,13 m²",-,Predaný,,82.13,,
R162,R,16,2.0,"53,33 m²",-,Predaný,,53.33,,
R153,R,15,4.0,"126,86 m²",-,Predaný,,126.86,,
R154,R,15,3.0,"88,73 m²",-,Predaný,,88.73,,
R155,R,15,2.0,"55,29 m²",-,Predaný,,55.29,,
R146,R,14,4.0,"100,92 m²",-,Predaný,,100.92,,
R151,R,15,3.0,"82,14 m²",-,Predaný,,82.14,,
R152,R,15,2.0,"59,24 m²",-,Predaný,,59.24,,
R143,R,14,3.0,"98,72 m²",-,Predaný,,98.72,,
R144,R,14,4.0,"124,79 m²",-,Predaný,,124.79,,
R145,R,14,2.0,"61,20 m²",-,Predaný,,61.2,,
R14,R,1,4.0,"134,91 m²",-,Rezervovaný,,134.91,,
R141,R,14,3.0,"82,13 m²",-,Predaný,,82.13,,
R142,R,14,2.0,"53,33 m²",-,Predaný,,53.33,,
R134,R,13,4.0,"96,07 m²",-,Predaný,,96.07,,
R135,R,13,2.0,"55,22 m²",-,Predaný,,55.22,,
R136,R,13,4.0,"100,91 m²",-,Predaný,,100.91,,
